GPSpt,Treated,Date,Time,Species,NumIn,NumOut,Total,BreedNotes
26,1,20160112,837,Tawny-flanked Prinia,1,,1,
26,1,20160112,837,Dark-capped Bulbul,1,,1,
27,1,20160112,900,Tawny-flanked Prinia,1,,1,
27,1,20160112,900,Dark-capped Bulbul,1,2,3,
27,1,20160112,900,Golden-breasted Bunting,,1,1,
27,1,20160112,900,Rattling Cisticola,,1,1,
27,1,20160112,900,White-bellied Sunbird,,1,1,
27,1,20160112,900,Yellow-fronted Canary,1,,1,
27,1,20160112,900,Red-faced Mousebird,,1,1,
27,1,20160112,900,Long-billed Crombec,1,,1,
27,1,20160112,900,Black-backed Puffback,1,,1,
