GPSpt,Date,Time,Species,NumIn,NumOut,Total,BreedNotes
319,42018,651,Black-collared Barbet,2,,2,
319,42018,651,White-browed Scrub Robin,2,,2,
319,42018,651,Rattling Cisticola,3,,3,
319,42018,651,Cape Glossy Starling,3,,3,
319,42018,651,Southern Black Tit,6,,6,
320,42018,708,Barn Swallow,1,,1,
320,42018,708,Southern Masked Weaver,1,,1,
320,42018,708,Rattling Cisticola,2,,2,
320,42018,708,Burchell's Coucal,,1,1,
320,42018,708,Emerald-spotted Wood Dove,,1,1,
320,42018,708,Dideric Cuckoo,,1,1,
320,42018,708,Tawny-flanked Prinia,,1,1,
320,42018,708,Crested Francolin,,1,1,
320,42018,708,Dark-capped Bulbul,,1,1,
320,42018,708,Yellow-fronted Canary,,1,1,
321,42018,726,Cape Glossy Starling,1,,1,
321,42018,726,Cape Turtle Dove,1,,1,
321,42018,726,European Roller,1,,1,
321,42018,726,Rattling Cisticola,3,,3,
321,42018,726,Emerald-spotted Wood Dove,,1,1,
321,42018,726,Burchell's Coucal,,1,1,
321,42018,726,Woodland Kingfisher,,1,1,
321,42018,726,Tawny-flanked Prinia,,1,1,
321,42018,726,Golden-tailed Woodpecker,,1,1,
321,42018,726,Sombre Greenbul,,1,1,
321,42018,726,Brubru,,1,1,
321,42018,726,Long-billed Crombec,,1,1,
322,42018,854,Dark-capped Bulbul,1,,1,
322,42018,854,Cardinal Woodpecker,1,,1,
322,42018,854,Barn Swallow,1,,1,
322,42018,854,Red-backed Shrike,1,,1,
322,42018,854,Chinspot Batis,1,,1,
322,42018,854,Spectacled Weaver,1,,1,
322,42018,854,Striped Kingfisher,1,,1,
322,42018,854,Rattling Cisticola,2,,2,
322,42018,854,Black-collared Barbet,2,,2,
322,42018,854,Tawny-flanked Prinia,,1,1,
322,42018,854,Yellow-breasted Apalis,,1,1,
322,42018,854,Emerald-spotted Wood Dove,,2,2,
322,42018,854,Aquila spp,,4,4,
323,42018,913,Dark-capped Bulbul,1,,1,
323,42018,913,Chinspot Batis,1,,1,
323,42018,913,African Firefinch,1,,1,
323,42018,913,White-bellied Sunbird,1,,1,
323,42018,913,Rattling Cisticola,2,,2,
323,42018,913,Lesser Honeyguide,,1,1,
323,42018,913,Sombre Greenbul,,1,1,
323,42018,913,Green-backed Camaroptera,,1,1,
323,42018,913,Helmeted Guineafowl,,2,2,
323,42018,913,Emerald-spotted Wood Dove,,3,3,
324,42018,928,Rattling Cisticola,1,,1,
324,42018,928,Southern Grey-headed Sparrow,1,,1,
324,42018,928,Southern Black Flycatcher,1,,1,
324,42018,928,Blue Waxbill,1,,1,
324,42018,928,Grey Penduline-Tit,1,,1,entered a nest
324,42018,928,Cape Glossy Starling,2,,2,
324,42018,928,Barn Swallow,2,,2,
324,42018,928,Dark-capped Bulbul,2,,2,
324,42018,928,Violet-backed Starling,2,,2,
324,42018,928,Scarlet-chested Sunbird,2,,2,
324,42018,928,Red-faced Mousebird,,1,1,
324,42018,928,Brubru,,1,1,
325,42018,944,Sombre Greenbul,1,,1,
325,42018,944,Yellow-fronted Canary,1,,1,
325,42018,944,Fork-tailed Drongo,1,,1,
325,42018,944,Black-backed Puffback,1,,1,
325,42018,944,Bearded Woodpecker,1,,1,
325,42018,944,Blue Waxbill,1,,1,
325,42018,944,Green-winged Pytilia,1,,1,
325,42018,944,Rattling Cisticola,2,,2,
325,42018,944,Marico Sunbird,2,,2,
325,42018,944,Dark-capped Bulbul,3,,3,
325,42018,944,Spectacled Weaver,,1,1,
325,42018,944,Black-headed Oriole,,1,1,
325,42018,944,Tawny-flanked Prinia,,1,1,
325,42018,944,Cape Turtle Dove,,2,2,
325,42018,944,Speckled Mousebird,,2,2,
326,42018,1002,Cape Turtle Dove,1,,1,
326,42018,1002,Grey Go-Away Bird,1,,1,
326,42018,1002,White-bellied Sunbird,2,,2,
326,42018,1002,Chinspot Batis,2,,2,
326,42018,1002,Rattling Cisticola,3,,3,
326,42018,1002,Barn Swallow,4,,4,
326,42018,1002,Tawny-flanked Prinia,,1,1,
326,42018,1002,Yellow-throated Petronia,,1,1,
327,42018,1018,Tawny-flanked Prinia,1,1,2,
327,42018,1018,Blue Waxbill,1,,1,
327,42018,1018,Brubru,1,,1,
327,42018,1018,Rattling Cisticola,1,,1,
327,42018,1018,Red-backed Shrike,1,,1,
327,42018,1018,Barn Swallow,5,,5,
327,42018,1018,Grey Go-Away Bird,,1,1,
327,42018,1018,Sombre Greenbul,,1,1,
328,42019,732,Dark-capped Bulbul,1,,1,
328,42019,732,Barn Swallow,1,,1,
328,42019,732,Blue Waxbill,1,,1,
328,42019,732,Long-billed Crombec,1,,1,
328,42019,732,Rattling Cisticola,1,,1,
328,42019,732,Yellow-fronted Canary,1,,1,
328,42019,732,Red-eyed Dove,1,,1,
328,42019,732,Southern Masked Weaver,2,,2,
328,42019,732,Lesser Striped Swallow,2,,2,
328,42019,732,Dideric Cuckoo,,1,1,
328,42019,732,Tawny-flanked Prinia,,1,1,
328,42019,732,Sombre Greenbul,,1,1,
328,42019,732,Emerald-spotted Wood Dove,,1,1,
329,42019,748,Blue Waxbill,1,,1,
329,42019,748,Rattling Cisticola,1,,1,
329,42019,748,Brown-crowned Tchagra,1,,1,
329,42019,748,Tawny-flanked Prinia,1,,1,
329,42019,748,Speckled Mousebird,1,,1,
329,42019,748,Laughing Dove,1,,1,
329,42019,748,African Paradise Flycatcher,1,,1,
329,42019,748,Red-billed Quelea,1,,1,
329,42019,748,Black-crowned Tchagra,1,,1,
329,42019,748,Golden-tailed Woodpecker,2,,2,
329,42019,748,Fork-tailed Drongo,3,1,4,
329,42019,748,Yellow-fronted Canary,3,,3,
329,42019,748,Cape Glossy Starling,4,,4,
329,42019,748,Long-billed Crombec,,1,1,
329,42019,748,Emerald-spotted Wood Dove,,1,1,
330,42019,803,Rattling Cisticola,1,,1,
330,42019,803,Tawny-flanked Prinia,1,,1,
330,42019,803,Red-eyed Dove,1,,1,
330,42019,803,Marico Sunbird,1,,1,
330,42019,803,Blue Waxbill,1,,1,
330,42019,803,Dark-capped Bulbul,1,,1,
330,42019,803,Yellow-fronted Canary,1,,1,
330,42019,803,Helmeted Guineafowl,1,,1,
330,42019,803,Red-backed Shrike,1,,1,
330,42019,803,White-fronted Bee-eater,2,,2,
330,42019,803,Little Bee-eater,2,,2,
330,42019,803,Chinspot Batis,2,,2,
330,42019,803,Sombre Greenbul,,1,1,
330,42019,803,Emerald-spotted Wood Dove,,1,1,
330,42019,803,Black-backed Puffback,,1,1,
330,42019,803,Speckled Mousebird,,1,1,
331,42019,818,Red-backed Shrike,1,,1,
331,42019,818,Long-billed Crombec,1,,1,
331,42019,818,African Swift,1,,1,
331,42019,818,Barn Swallow,1,,1,
331,42019,818,Tawny-flanked Prinia,2,,2,
331,42019,818,Rattling Cisticola,4,,4,
331,42019,818,White-fronted Bee-eater,,1,1,
331,42019,818,Black-backed Puffback,,1,1,
331,42019,818,Emerald-spotted Wood Dove,,1,1,
331,42019,818,Dark-capped Bulbul,,1,1,
331,42019,818,Red-faced Mousebird,,1,1,
331,42019,818,Dideric Cuckoo,,1,1,
331,42019,818,Speckled Mousebird,,1,1,
331,42019,818,Sombre Greenbul,,1,1,
331,42019,818,Laughing Dove,,2,2,
331,42019,818,Red-billed Quelea,,4,4,
332,42019,832,Laughing Dove,1,2,3,
332,42019,832,Dark-capped Bulbul,1,,1,
332,42019,832,White-fronted Bee-eater,1,,1,
332,42019,832,Tawny-flanked Prinia,1,,1,
332,42019,832,Sombre Greenbul,1,,1,
332,42019,832,Red-backed Shrike,1,,1,
332,42019,832,Dideric Cuckoo,2,1,3,
332,42019,832,Fork-tailed Drongo,2,,2,
332,42019,832,Crested Francolin,2,,2,
332,42019,832,Yellow-fronted Canary,2,,2,
332,42019,832,Rattling Cisticola,3,,3,
332,42019,832,Red-billed Quelea,7,,7,
332,42019,832,Emerald-spotted Wood Dove,,1,1,
333,42019,851,Tawny-flanked Prinia,1,,1,
333,42019,851,Dideric Cuckoo,1,,1,
333,42019,851,Cape White-eye,1,,1,
333,42019,851,White-winged Widowbird,1,,1,
333,42019,851,Dark-capped Bulbul,1,,1,
333,42019,851,Red-faced Mousebird,2,,2,
333,42019,851,Speckled Mousebird,2,,2,
333,42019,851,Common Scimitarbill,2,,2,
333,42019,851,Rattling Cisticola,3,,3,
333,42019,851,Green-backed Camaroptera,,1,1,
333,42019,851,Red-faced Cisticola,,1,1,
333,42019,851,Orange-breasted Bushshrike,,1,1,
333,42019,851,Emerald-spotted Wood Dove,,2,2,
333,42019,851,White-fronted Bee-eater,,2,2,
333,42019,851,Black-collared Barbet,,2,2,
334,42019,907,Dideric Cuckoo,1,1,2,
334,42019,907,Sombre Greenbul,1,,1,
334,42019,907,Tawny-flanked Prinia,1,,1,
334,42019,907,Purple-crested Turaco,1,,1,
334,42019,907,White-browed Scrub Robin,1,,1,
334,42019,907,White-fronted Bee-eater,1,,1,
334,42019,907,Rattling Cisticola,2,,2,
334,42019,907,Yellow-fronted Canary,3,,3,
334,42019,907,Black-crowned Tchagra,,1,1,
334,42019,907,Black-backed Puffback,,1,1,
334,42019,907,Emerald-spotted Wood Dove,,1,1,
334,42019,907,Dark-capped Bulbul,,1,1,
334,42019,907,Southern Grey-headed Sparrow,,1,1,
335,42019,923,Red-backed Shrike,1,,1,
335,42019,923,Rattling Cisticola,3,,3,
335,42019,923,Sombre Greenbul,,1,1,
335,42019,923,Tawny-flanked Prinia,,1,1,
335,42019,923,Long-billed Crombec,,1,1,
336,42019,947,Sombre Greenbul,1,,1,
336,42019,947,Tawny-flanked Prinia,1,,1,
336,42019,947,Common Scimitarbill,1,,1,
336,42019,947,Rattling Cisticola,1,,1,
336,42019,947,White-browed Scrub Robin,1,,1,
336,42019,947,Burchell's Coucal,1,,1,
336,42019,947,Red-backed Shrike,1,,1,
336,42019,947,Dark-capped Bulbul,1,,1,
336,42019,947,Red-collared Widowbird,3,,3,
336,42019,947,Pin-tailed Whydah,4,,4,
336,42019,947,Red-billed Quelea,6,,6,
336,42019,947,Black-backed Puffback,,1,1,
336,42019,947,Orange-breasted Bushshrike,,1,1,
336,42019,947,Black-crowned Tchagra,,1,1,
336,42019,947,Emerald-spotted Wood Dove,,2,2,
337,42020,729,Woodland Kingfisher,1,,1,
337,42020,729,Red-backed Shrike,1,,1,
337,42020,729,Yellow-billed Kite,1,,1,
337,42020,729,Grey Go-Away Bird,2,,2,
337,42020,729,European Roller,2,,2,
337,42020,729,Barn Swallow,3,,3,
337,42020,729,Black-crowned Tchagra,,1,1,
337,42020,729,Cape Turtle Dove,,1,1,
337,42020,729,Emerald-spotted Wood Dove,,1,1,
337,42020,729,Rattling Cisticola,,1,1,
337,42020,729,White-bellied Sunbird,,1,1,
338,42020,744,Rattling Cisticola,1,1,2,
338,42020,744,Barn Swallow,6,,6,
338,42020,744,Emerald-spotted Wood Dove,,1,1,
338,42020,744,Chinspot Batis,,1,1,
338,42020,744,Cape Turtle Dove,,1,1,
338,42020,744,Grey Go-Away Bird,,1,1,
338,42020,744,Fork-tailed Drongo,,1,1,
338,42020,744,Laughing Dove,,1,1,
338,42020,744,Woodland Kingfisher,,1,1,
338,42020,744,Dark-capped Bulbul,,1,1,
338,42020,744,European Bee-eater,,1,1,
338,42020,744,Red-faced Mousebird,,2,2,
339,42020,758,Violet-backed Starling,1,,1,
339,42020,758,Dark-capped Bulbul,1,,1,
339,42020,758,White-bellied Sunbird,1,,1,
339,42020,758,Red-billed Quelea,1,,1,
339,42020,758,Marico Sunbird,1,,1,
339,42020,758,Kurrichane Thrush,1,,1,
339,42020,758,Yellow-throated Petronia,1,,1,
339,42020,758,European Roller,1,,1,
339,42020,758,Spectacled Weaver,1,,1,
339,42020,758,Black-backed Puffback,1,,1,
339,42020,758,Red-backed Shrike,1,,1,
339,42020,758,White-crested Helmetshrike,5,,5,
339,42020,758,Cape Glossy Starling,6,,6,1 fledgling present
339,42020,758,Rattling Cisticola,,1,1,
339,42020,758,European Bee-eater,,1,1,
339,42020,758,Emerald-spotted Wood Dove,,1,1,
339,42020,758,Laughing Dove,,1,1,
339,42020,758,Crested Barbet,,1,1,
339,42020,758,Southern Boubou,,1,1,
339,42020,758,Brubru,,1,1,
339,42020,758,Grey Go-Away Bird,,2,2,
340,42020,812,Barn Swallow,1,,1,
340,42020,812,European Roller,2,,2,
340,42020,812,Red-backed Shrike,2,,2,
340,42020,812,Rattling Cisticola,3,,3,
340,42020,812,Rufous-naped Lark,,1,1,
340,42020,812,Burchell's Coucal,,1,1,
340,42020,812,Cape Turtle Dove,,1,1,
341,42020,827,Rattling Cisticola,1,,1,
341,42020,827,Barn Swallow,1,,1,
341,42020,827,White-backed Vulture,1,,1,
341,42020,827,Woodland Kingfisher,1,,1,
341,42020,827,Scarlet-chested Sunbird,1,,1,
341,42020,827,Red-faced Mousebird,3,,3,
341,42020,827,Cape Turtle Dove,,1,1,
341,42020,827,Dark-capped Bulbul,,1,1,
341,42020,827,Striped Kingfisher,,2,2,
341,42020,827,Emerald-spotted Wood Dove,,2,2,
342,42020,841,Retz's Helmetshrike,1,,1,
342,42020,841,White-browed Scrub Robin,1,,1,
342,42020,841,Barn Swallow,1,,1,
342,42020,841,Rattling Cisticola,1,,1,
342,42020,841,Dark-capped Bulbul,1,,1,
342,42020,841,Woodland Kingfisher,1,,1,
342,42020,841,White-crested Helmetshrike,5,,5,
342,42020,841,Black-crowned Tchagra,,1,1,
342,42020,841,Crested Francolin,,1,1,
342,42020,841,Emerald-spotted Wood Dove,,2,2,
342,42020,841,Purple-crested Turaco,,2,2,
343,42020,857,Black-crowned Tchagra,1,,1,
343,42020,857,Rattling Cisticola,2,,2,
343,42020,857,Violet-backed Starling,2,,2,
343,42020,857,Barn Swallow,3,,3,
343,42020,857,Emerald-spotted Wood Dove,,1,1,
343,42020,857,Striped Kingfisher,,1,1,
343,42020,857,Dark-capped Bulbul,,1,1,
343,42020,857,Red-faced Mousebird,,2,2,
344,42020,913,Black-crowned Tchagra,1,,1,
344,42020,913,Eastern Nicator,1,,1,
344,42020,913,Dark-capped Bulbul,1,,1,
344,42020,913,Blue Waxbill,1,,1,
344,42020,913,Fork-tailed Drongo,2,,2,
344,42020,913,Rattling Cisticola,2,,2,
344,42020,913,White-crested Helmetshrike,2,,2,
344,42020,913,White-bellied Sunbird,,1,1,
344,42020,913,Woodland Kingfisher,,1,1,
344,42020,913,Emerald-spotted Wood Dove,,2,2,
345,42020,932,Dark-capped Bulbul,1,,1,
345,42020,932,European Roller,1,,1,
345,42020,932,Barn Swallow,1,,1,
345,42020,932,Spectacled Weaver,1,,1,
345,42020,932,Rattling Cisticola,4,,4,
345,42020,932,Red-billed Quelea,15,,15,
345,42020,932,Emerald-spotted Wood Dove,,1,1,
345,42020,932,Striped Kingfisher,,1,1,
345,42020,932,Cape Turtle Dove,,1,1,
345,42020,932,Long-billed Crombec,,1,1,
346,42021,516,Dark-capped Bulbul,3,,3,
346,42021,516,Black-crowned Tchagra,,1,1,
346,42021,516,Yellow-fronted Canary,,1,1,
347,42021,532,Lazy Cisticola,2,,2,with food in bill
347,42021,532,Dark-capped Bulbul,3,,3,
347,42021,532,Zitting Cisticola,,1,1,
348,42021,550,Barn Swallow,1,,1,
348,42021,550,Dark-capped Bulbul,2,1,3,
348,42021,550,Rattling Cisticola,2,,2,
348,42021,550,Cape White-eye,2,,2,
348,42021,550,Golden-breasted Bunting,,1,1,
348,42021,550,Zitting Cisticola,,2,2,
349,42021,605,Scarlet-chested Sunbird,1,,1,
349,42021,605,African Pipit,1,,1,
349,42021,605,Yellow-throated Longclaw,1,,1,
349,42021,605,Croaking Cisticola,2,,2,
349,42021,605,Cape White-eye,3,,3,
349,42021,605,Burchell's Coucal,,1,1,
349,42021,605,Dark-capped Bulbul,,2,2,
349,42021,605,Yellow-fronted Canary,,2,2,
350,42021,622,Dark-capped Bulbul,2,1,3,
350,42021,622,Yellow-fronted Canary,2,,2,
350,42021,622,Cape White-eye,4,,4,
350,42021,622,Red-eyed Dove,,1,1,
350,42021,622,Kurrichane Thrush,,1,1,
350,42021,622,Burchell's Coucal,,1,1,
350,42021,622,Black-crowned Tchagra,,1,1,
350,42021,622,Tawny-flanked Prinia,,1,1,
351,42021,641,Black-collared Barbet,1,1,2,
351,42021,641,Cape White-eye,1,,1,
351,42021,641,Zitting Cisticola,1,,1,
351,42021,641,Yellow-fronted Canary,1,,1,
351,42021,641,Croaking Cisticola,2,,2,
351,42021,641,Dark-capped Bulbul,2,,2,
351,42021,641,White-browed Scrub Robin,,1,1,
351,42021,641,Black-crowned Tchagra,,1,1,
351,42021,641,Sombre Greenbul,,1,1,
352,42021,658,Marico Sunbird,1,,1,
352,42021,658,Rattling Cisticola,1,,1,
352,42021,658,Willow Warbler,1,,1,
352,42021,658,Dark-capped Bulbul,3,1,4,
352,42021,658,Zitting Cisticola,,1,1,
353,42021,715,Red-backed Shrike,1,,1,
353,42021,715,Blue Waxbill,1,,1,
353,42021,715,Yellow-throated Longclaw,1,,1,
353,42021,715,Rattling Cisticola,1,,1,
353,42021,715,Yellow-fronted Canary,2,,2,
353,42021,715,Dark-capped Bulbul,,1,1,
353,42021,715,Zitting Cisticola,,1,1,
353,42021,715,Gorgeous Bushshrike,,2,2,
353,42021,715,Green-backed Camaroptera,,2,2,
354,42021,806,Black-backed Puffback,1,1,2,
354,42021,806,Eastern Nicator,1,,1,
354,42021,806,Sombre Greenbul,1,,1,
354,42021,806,Barn Swallow,1,,1,
354,42021,806,Dark-capped Bulbul,1,,1,
354,42021,806,Green-backed Camaroptera,1,,1,
354,42021,806,Grey Sunbird,1,,1,
355,42021,826,Eastern Nicator,1,1,2,
355,42021,826,Grey Sunbird,1,,1,
355,42021,826,Rudd's Apalis,1,,1,
355,42021,826,African Paradise Flycatcher,1,,1,
355,42021,826,Red-fronted Tinkerbird,,1,1,
355,42021,826,Dark-capped Bulbul,,1,1,
355,42021,826,Tambourine Dove,,1,1,
356,42021,909,Bar-throated Apalis,1,,1,
356,42021,909,Sombre Greenbul,3,,3,
356,42021,909,Burchell's Coucal,,1,1,
356,42021,909,Southern Boubou,,1,1,
356,42021,909,Green-backed Camaroptera,,2,2,
356,42021,909,Yellow-fronted Tinkerbird,,2,2,
356,42021,909,Dark-capped Bulbul,,3,3,
357,42021,940,Dark-capped Bulbul,1,,1,
357,42021,940,Tawny-flanked Prinia,1,,1,
357,42021,940,Grey Sunbird,1,,1,
357,42021,940,Gorgeous Bushshrike,2,2,4,
357,42021,940,Tambourine Dove,,1,1,
357,42021,940,Emerald-spotted Wood Dove,,1,1,
357,42021,940,Green-backed Camaroptera,,1,1,
357,42021,940,Southern Boubou,,1,1,
357,42021,940,Long-billed Crombec,,1,1,
357,42021,940,Rudd's Apalis,,1,1,
357,42021,940,Yellow-breasted Apalis,,1,1,
357,42021,940,Sombre Greenbul,,2,2,
358,42021,1018,Sombre Greenbul,1,1,2,
358,42021,1018,Eastern Nicator,1,,1,
358,42021,1018,Barn Swallow,1,,1,
358,42021,1018,Dark-capped Bulbul,2,,2,
358,42021,1018,Brubru,,1,1,
358,42021,1018,Green-backed Camaroptera,,1,1,
358,42021,1018,Black Cuckoo,,1,1,
358,42021,1018,Purple-crested Turaco,,1,1,
358,42021,1018,Tambourine Dove,,2,2,
360,42022,523,Southern Boubou,1,1,2,
360,42022,523,White-bellied Sunbird,1,,1,
360,42022,523,Tawny-flanked Prinia,1,,1,
360,42022,523,Red-eyed Dove,1,,1,
360,42022,523,Sombre Greenbul,2,,2,
360,42022,523,Gorgeous Bushshrike,2,,2,
360,42022,523,Dark-capped Bulbul,3,1,4,
360,42022,523,Emerald-spotted Wood Dove,,1,1,
360,42022,523,Grey-headed Bushshrike,,1,1,
360,42022,523,Terrestrial Brownbul,,3,3,
361,42022,539,Southern Boubou,1,1,2,
361,42022,539,Eastern Nicator,1,,1,
361,42022,539,Dark-capped Bulbul,1,,1,
361,42022,539,Emerald-spotted Wood Dove,1,,1,
361,42022,539,Terrestrial Brownbul,2,,2,
361,42022,539,White-browed Scrub Robin,,1,1,
361,42022,539,Sombre Greenbul,,1,1,
361,42022,539,Black-collared Barbet,,1,1,
362,42022,559,Cape White-eye,1,,1,
362,42022,559,Dark-capped Bulbul,1,,1,
362,42022,559,Yellow-fronted Canary,1,,1,
362,42022,559,Tawny-flanked Prinia,1,,1,
362,42022,559,Golden-tailed Woodpecker,1,,1,
362,42022,559,Green-backed Camaroptera,2,,2,
362,42022,559,Emerald-spotted Wood Dove,,1,1,
362,42022,559,Eastern Nicator,,1,1,
362,42022,559,Southern Boubou,,1,1,
362,42022,559,Black-backed Puffback,,1,1,
362,42022,559,Narina Trogon,,1,1,
362,42022,559,African Goshawk,,1,1,
362,42022,559,Red-chested Cuckoo,,1,1,
363,42022,619,Sombre Greenbul,1,2,3,
363,42022,619,Dark-capped Bulbul,,1,1,
363,42022,619,Southern Boubou,,1,1,
363,42022,619,Emerald-spotted Wood Dove,,1,1,
363,42022,619,Green-backed Camaroptera,,1,1,
364,42022,701,Southern Boubou,1,,1,
364,42022,701,Yellow-fronted Canary,1,,1,
364,42022,701,Cape White-eye,1,,1,
364,42022,701,Dark-capped Bulbul,3,,3,
364,42022,701,Sombre Greenbul,,1,1,
364,42022,701,Golden-breasted Bunting,,1,1,
365,42022,716,Eastern Nicator,1,1,2,
365,42022,716,Sombre Greenbul,1,1,2,
365,42022,716,Green-backed Camaroptera,1,,1,
365,42022,716,Lazy Cisticola,1,,1,
365,42022,716,Terrestrial Brownbul,1,,1,
365,42022,716,Yellow-fronted Canary,1,,1,
365,42022,716,Dark-capped Bulbul,1,,1,
365,42022,716,Neddicky,1,,1,
365,42022,716,Emerald-spotted Wood Dove,,1,1,
365,42022,716,Southern Boubou,,2,2,
366,42022,732,Dark-capped Bulbul,1,1,2,
366,42022,732,Sombre Greenbul,1,,1,
366,42022,732,Rudd's Apalis,1,,1,
366,42022,732,Black Cuckoo,1,,1,
366,42022,732,White-bellied Sunbird,1,,1,
366,42022,732,Terrestrial Brownbul,2,,2,
366,42022,732,Orange-breasted Bushshrike,,1,1,
366,42022,732,Emerald-spotted Wood Dove,,1,1,
368,42022,814,Sombre Greenbul,1,2,3,
368,42022,814,Yellow-fronted Canary,1,,1,
368,42022,814,White-bellied Sunbird,1,,1,
368,42022,814,Spotted Flycatcher,1,,1,
368,42022,814,Red-capped Robin-Chat,1,,1,
368,42022,814,Dark-capped Bulbul,2,,2,
368,42022,814,White-browed Scrub Robin,2,,2,
368,42022,814,Emerald-spotted Wood Dove,,1,1,
368,42022,814,Zitting Cisticola,,1,1,
368,42022,814,Green-backed Camaroptera,,1,1,
368,42022,814,Yellow-breasted Apalis,,1,1,
368,42022,814,Zitting Cisticola,,1,1,
369,42022,839,Barn Swallow,1,2,3,
369,42022,839,Southern Fiscal,1,2,3,
369,42022,839,Orange-breasted Bushshrike,1,,1,
369,42022,839,Southern Boubou,,1,1,
369,42022,839,Dark-capped Bulbul,,1,1,
369,42022,839,Spectacled Weaver,,1,1,
369,42022,839,Rufous-naped Lark,,1,1,
369,42022,839,Yellow-breasted Apalis,,1,1,
369,42022,839,Pied Crow,,2,2,
369,42022,839,Blue Waxbill,,2,2,
369,42022,839,Terrestrial Brownbul,,3,3,
370,42022,853,Rufous-naped Lark,1,,1,
370,42022,853,Dark-capped Bulbul,2,1,3,
370,42022,853,Neddicky,,1,1,
370,42022,853,Barn Swallow,,1,1,
370,42022,853,Sombre Greenbul,,1,1,
371,42022,907,Sombre Greenbul,1,1,2,
371,42022,907,Rufous-naped Lark,1,,1,
371,42022,907,Rattling Cisticola,1,,1,
371,42022,907,Barn Swallow,1,,1,
371,42022,907,Green-backed Camaroptera,1,,1,
371,42022,907,Black-backed Puffback,1,,1,
371,42022,907,Long-billed Crombec,1,,1,
371,42022,907,Golden-breasted Bunting,1,,1,
371,42022,907,Speckled Mousebird,1,,1,
371,42022,907,Yellow-fronted Canary,2,,2,
371,42022,907,Dark-capped Bulbul,3,,3,
371,42022,907,Yellow-breasted Apalis,,1,1,
371,42022,907,Brown-crowned Tchagra,,1,1,
371,42022,907,Neddicky,,1,1,
372,42022,927,Neddicky,1,,1,
372,42022,927,Green-backed Camaroptera,1,,1,
372,42022,927,Barn Swallow,1,,1,
372,42022,927,Dark-capped Bulbul,2,,2,
372,42022,927,Sombre Greenbul,,1,1,
373,42022,944,Sombre Greenbul,1,,1,
373,42022,944,Long-billed Crombec,1,,1,
373,42022,944,Terrestrial Brownbul,2,,2,
373,42022,944,Lesser Striped Swallow,,1,1,
373,42022,944,Golden-breasted Bunting,,1,1,
373,42022,944,Black-crowned Tchagra,,1,1,
373,42022,944,Southern Boubou,,1,1,
373,42022,944,Rattling Cisticola,,1,1,
373,42022,944,Southern Fiscal,,1,1,
373,42022,944,Southern Black Tit,,1,1,
374,42022,1002,Desert Cisticola,1,,1,
374,42022,1002,Barn Swallow,1,,1,
374,42022,1002,Southern Boubou,2,1,3,
374,42022,1002,Emerald-spotted Wood Dove,2,,2,
374,42022,1002,Yellow-breasted Apalis,,1,1,
374,42022,1002,Chinspot Batis,,1,1,
374,42022,1002,Neddicky,,1,1,
374,42022,1002,Eastern Nicator,,1,1,
374,42022,1002,Black-crowned Tchagra,,2,2,
375,42023,513,Dark-capped Bulbul,1,,1,
375,42023,513,Southern Grey-headed Sparrow,1,,1,
375,42023,513,House Sparrow,1,,1,
375,42023,513,Scarlet-chested Sunbird,1,,1,
375,42023,513,Yellow-fronted Canary,2,,2,
375,42023,513,Village Weaver,5,,5,
376,42023,526,Neddicky,1,,1,
376,42023,526,Tawny-flanked Prinia,1,,1,
376,42023,526,Croaking Cisticola,1,,1,
376,42023,526,Yellow-throated Longclaw,1,,1,
376,42023,526,Dark-capped Bulbul,3,,3,
376,42023,526,Fan-tailed Widowbird,4,,4,
376,42023,526,Rufous-naped Lark,,1,1,
376,42023,526,Burchell's Coucal,,1,1,
377,42023,539,Southern Grey-headed Sparrow,1,,1,
377,42023,539,Red-faced Mousebird,1,,1,
377,42023,539,Tawny-flanked Prinia,1,,1,
377,42023,539,Barn Swallow,1,,1,
377,42023,539,Zitting Cisticola,1,,1,
377,42023,539,Bronze Mannikin,2,,2,
377,42023,539,House Sparrow,5,,5,
377,42023,539,Yellow-fronted Canary,8,,8,
377,42023,539,Emerald-spotted Wood Dove,,1,1,
377,42023,539,Croaking Cisticola,,1,1,
377,42023,539,Dark-capped Bulbul,,1,1,
377,42023,539,Red-eyed Dove,,1,1,
377,42023,539,Helmeted Guineafowl,,2,2,
378,42023,625,Dark-capped Bulbul,1,,1,
378,42023,625,Rattling Cisticola,1,,1,
378,42023,625,Barn Swallow,1,,1,
378,42023,625,Lesser Striped Swallow,1,,1,
378,42023,625,Croaking Cisticola,1,,1,
378,42023,625,Yellow-fronted Canary,2,,2,
378,42023,625,Red-faced Cisticola,2,,2,
378,42023,625,Cape White-eye,2,,2,
378,42023,625,Speckled Mousebird,2,,2,
378,42023,625,Red-collared Widowbird,3,,3,
378,42023,625,Helmeted Guineafowl,,1,1,
378,42023,625,Burchell's Coucal,,1,1,
379,42023,642,Southern Fiscal,1,1,2,
379,42023,642,Croaking Cisticola,1,,1,
379,42023,642,Tawny-flanked Prinia,1,,1,
379,42023,642,Rattling Cisticola,1,,1,
379,42023,642,Dark-capped Bulbul,1,,1,
379,42023,642,African Paradise Flycatcher,1,,1,
379,42023,642,Speckled Mousebird,1,,1,
379,42023,642,Rufous-naped Lark,1,,1,
379,42023,642,Barn Swallow,1,,1,
379,42023,642,Violet-backed Starling,1,,1,
379,42023,642,Scarlet-chested Sunbird,1,,1,
379,42023,642,Burchell's Coucal,,1,1,
