GPSpt,Treated,Date,Time,Species,NumIn,NumOut,Total,BreedNotes
125,No,20151212,524,White-bellied Sunbird,1,0,1,none
125,No,20151212,524,Chinspot Batis,1,0,1,none
125,No,20151212,524,Burchells Coucal,1,0,1,none
125,No,20151212,524,Rattling Cisticola,1,0,1,none
125,No,20151212,524,Emerald-spotted Wood Dove,1,0,1,none
125,No,20151212,524,White-bellied Sunbird,1,0,1,none
125,No,20151212,733,Dark-capped Bulbul,0,2,2,none
125,No,20151212,733,White-bellied Sunbird,0,1,1,none
125,No,20151212,733,Chinspot Batis,0,1,1,none
125,No,20151212,733,Emerald-spotted Wood Dove,2,0,2,none
125,No,20151212,733,Rattling Cisticola,1,0,1,none
125,No,20151212,733,Black-crowned Tchagra,1,0,1,none
125,No,20151212,733,Red-backed Shrike,1,0,1,none
125,No,20151212,733,Lesser Striped Swallow,1,0,1,none
125,No,20151212,733,Woodland Kingfisher,1,0,1,none
123,No,20151022,927,Dark-capped Bulbul,0,1,1,none
123,No,20151022,927,Orange-breasted Bushshrike,0,1,1,none
123,No,20151022,938,Dark-capped Bulbul,0,1,1,none
123,No,20151022,938,Emerald-spotted Wood Dove,0,1,1,none
123,No,20151031,902,Sombre Greenbul,0,2,2,none
123,No,20151031,902,Emerald-spotted Wood Dove,1,1,2,none
123,No,20151031,902,Greater Honeyguide,0,1,1,none
123,No,20151031,902,Rattling Cisticola,1,0,1,none
123,No,20151109,654,Gorgeous Bushshrike,0,2,2,none
123,No,20151109,654,Eastern Nicator,0,1,1,none
123,No,20151109,654,Black Cuckooshrike,0,1,1,none
123,No,20151109,654,Grey-headed Bushshrike,0,1,1,none
123,No,20151109,654,Southern Boubou,0,1,1,none
123,No,20151109,654,Fork-tailed Drongo,3,0,3,none
123,No,20151109,654,Yellow-fronted Canary,2,0,2,none
123,No,20151109,654,Dark-capped Bulbul,1,0,1,none
123,No,20151109,654,Emerald-spotted Wood Dove,1,0,1,none
123,No,20151109,907,Black Cuckooshrike,0,1,1,none
123,No,20151109,907,Red-chested Cuckoo,0,1,1,none
123,No,20151109,907,Greater Honeyguide,1,0,1,none
123,No,20151109,907,Fork-tailed Drongo,1,0,1,none
123,No,20151109,907,Emerald-spotted Wood Dove,1,0,1,none
123,No,20151126,527,Emerald-spotted Wood Dove,0,2,2,none
123,No,20151126,527,Cape Glossy Starling,1,1,2,none
123,No,20151126,527,Brubru,0,1,1,none
123,No,20151126,527,Black Cuckooshrike,0,1,1,none
123,No,20151126,527,Eastern Nicator,0,1,1,none
123,No,20151126,527,Sombre Greenbul,0,1,1,none
123,No,20151126,527,White-bellied Sunbird,0,1,1,none
123,No,20151126,527,Black-crowned Tchagra,0,1,1,none
123,No,20151126,527,Rattling Cisticola,2,0,2,none
123,No,20151126,527,Southern Black Tit,2,0,2,none
123,No,20151126,527,Dark-capped Bulbul,2,0,2,none
123,No,20151126,527,Black-backed Puffback,2,0,2,none
123,No,20151126,527,Burchells Coucal,2,0,2,none
123,No,20151126,527,Chinspot Batis,1,0,1,none
123,No,20151126,527,African Paradise Flycatcher,1,0,1,none
123,No,20151126,527,Orange-breasted Bushshrike,1,0,1,none
123,No,20151126,527,Violet-backed Starling,1,0,1,none
123,No,20151126,527,Long-billed Crombec,1,0,1,none
123,No,20151126,527,Kurrichane Thrush,1,0,1,none
123,No,20151126,718,White-bellied Sunbird,1,1,2,none
123,No,20151126,718,Woodland Kingfisher,0,1,1,none
123,No,20151126,718,Chinspot Batis,0,1,1,none
123,No,20151126,718,Barn Swallow,2,0,2,none
123,No,20151126,718,Yellow-fronted Canary,2,0,2,none
123,No,20151126,718,Southern Black Tit,2,0,2,none
123,No,20151126,718,Emerald-spotted Wood Dove,1,0,1,none
123,No,20151126,718,Rattling Cisticola,1,0,1,none
123,No,20151126,718,Violet-backed Starling,1,0,1,none
123,No,20151126,718,Eastern Nicator,1,0,1,none
123,No,20151126,718,Black-backed Puffback,1,0,1,none
123,No,20151126,718,Long-billed Crombec,1,0,1,none
123,No,20151126,718,Dark-capped Bulbul,1,0,1,none
123,No,20151126,718,Black Cuckooshrike,1,0,1,none
123,No,20151206,552,Dark-capped Bulbul,2,1,3,none
123,No,20151206,552,Eastern Nicator,0,1,1,none
123,No,20151206,552,Black Cuckooshrike,0,1,1,none
123,No,20151206,552,White-bellied Sunbird,0,1,1,none
123,No,20151206,552,Rattling Cisticola,0,1,1,none
123,No,20151206,552,Green Wood-Hoopoe,5,0,5,none
123,No,20151206,552,Emerald-spotted Wood Dove,1,0,1,none
123,No,20151206,552,Yellow-fronted Canary,1,0,1,none
123,No,20151206,552,Lesser Striped Swallow,1,0,1,none
123,No,20151206,552,Scarlet-chested Sunbird,1,0,1,none
123,No,20151206,552,Black-headed Oriole,1,0,1,none
123,No,20151206,806,White-browed Scrub Robin,0,1,1,none
123,No,20151206,806,Cape Glossy Starling,0,1,1,none
123,No,20151206,806,Black-backed Puffback,0,1,1,none
123,No,20151206,806,Eastern Nicator,0,1,1,none
123,No,20151206,806,Long-billed Crombec,0,1,1,none
123,No,20151206,806,Sombre Greenbul,0,1,1,none
123,No,20151206,806,White-bellied Sunbird,0,1,1,none
123,No,20151206,806,Speckled Mousebird,3,0,3,none
123,No,20151206,806,Yellow-fronted Canary,2,0,2,none
123,No,20151206,806,Southern Black Tit,2,0,2,none
123,No,20151206,806,Fork-tailed Drongo,2,0,2,none
123,No,20151206,806,Chinspot Batis,1,0,1,none
123,No,20151206,806,Rattling Cisticola,1,0,1,none
123,No,20151206,806,Emerald-spotted Wood Dove,1,0,1,none
123,No,20151206,806,Woodland Kingfisher,1,0,1,none
123,No,20151214,700,Emerald-spotted Wood Dove,1,1,2,none
123,No,20151214,700,Burchells Coucal,0,1,1,none
123,No,20151214,700,Black-headed Oriole,0,1,1,none
123,No,20151214,700,White-browed Scrub Robin,0,1,1,none
123,No,20151214,700,Chinspot Batis,0,1,1,none
123,No,20151214,700,Burchells Coucal,0,1,1,none
123,No,20151214,700,Green Wood-Hoopoe,3,0,3,none
123,No,20151214,700,Dark-capped Bulbul,2,0,2,none
123,No,20151214,700,Yellow-fronted Canary,2,0,2,none
123,No,20151214,700,Cape Glossy Starling,2,0,2,none
123,No,20151214,700,Black Cuckooshrike,1,0,1,none
123,No,20151214,700,White-bellied Sunbird,1,0,1,none
123,No,20151214,711,Emerald-spotted Wood Dove,0,2,2,none
123,No,20151214,711,Dark-capped Bulbul,3,1,4,none
123,No,20151214,711,Green-backed Camaroptera,0,1,1,none
123,No,20151214,711,White-browed Scrub Robin,0,1,1,none
123,No,20151214,711,Purple-banded Sunbird,0,1,1,none
123,No,20151214,711,Chinspot Batis,0,1,1,none
123,No,20151214,711,Grey-headed Bushshrike,0,1,1,none
123,No,20151214,711,Black-headed Oriole,0,1,1,none
123,No,20151214,711,Rattling Cisticola,0,1,1,none
123,No,20151214,711,White-bellied Sunbird,2,0,2,none
123,No,20151214,711,Cape Glossy Starling,2,0,2,none
123,No,20151214,711,Black-backed Puffback,1,0,1,none
121,Yes,20151022,854,Orange-breasted Bushshrike,0,1,1,none
121,Yes,20151022,854,Grey-headed Bushshrike,0,1,1,none
121,Yes,20151022,854,Emerald-spotted Wood Dove,1,0,1,none
121,Yes,20151022,905,Emerald-spotted Wood Dove,1,0,1,none
121,Yes,20151101,524,Fork-tailed Drongo,0,2,2,none
121,Yes,20151101,524,Yellow-fronted Canary,0,2,2,none
121,Yes,20151101,524,Orange-breasted Bushshrike,0,1,1,none
121,Yes,20151101,524,Black-backed Puffback,0,1,1,none
121,Yes,20151101,524,Kurrichane Thrush,0,1,1,none
121,Yes,20151101,524,Lesser Striped Swallow,0,1,1,none
121,Yes,20151101,524,Red-eyed Dove,0,1,1,none
121,Yes,20151101,524,Emerald-spotted Wood Dove,2,0,2,none
121,Yes,20151101,524,Burchells Coucal,1,0,1,none
121,Yes,20151101,524,Dark-capped Bulbul,1,0,1,none
121,Yes,20151101,524,White-bellied Sunbird,1,0,1,none
121,Yes,20151101,524,Rattling Cisticola,1,0,1,none
121,Yes,20151101,719,Red-eyed Dove,0,2,2,none
121,Yes,20151101,719,Emerald-spotted Wood Dove,0,1,1,none
121,Yes,20151101,719,Black-headed Oriole,0,1,1,none
121,Yes,20151101,719,Yellow-throated Petronia,0,1,1,none
121,Yes,20151101,719,White-bellied Sunbird,0,1,1,none
121,Yes,20151101,719,Woodland Kingfisher,0,1,1,none
121,Yes,20151101,719,Cardinal Woodpecker,0,1,1,none
121,Yes,20151101,719,Rattling Cisticola,1,0,1,none
121,Yes,20151101,719,African Paradise Flycatcher,1,0,1,none
121,Yes,20151109,513,Fork-tailed Drongo,0,3,3,none
121,Yes,20151109,513,Burchells Coucal,0,2,2,none
121,Yes,20151109,513,Black-backed Puffback,0,1,1,none
121,Yes,20151109,513,Black-headed Oriole,0,1,1,none
121,Yes,20151109,513,Kurrichane Thrush,0,1,1,none
121,Yes,20151109,513,Southern Black Tit,2,0,2,none
121,Yes,20151109,513,Emerald-spotted Wood Dove,2,0,2,none
121,Yes,20151109,513,Yellow-fronted Canary,2,0,2,none
121,Yes,20151109,513,Red-eyed Dove,1,0,1,none
121,Yes,20151109,513,Dark-capped Bulbul,1,0,1,none
121,Yes,20151109,513,Bearded Woodpecker,1,0,1,none
121,Yes,20151109,513,Long-billed Crombec,1,0,1,none
121,Yes,20151109,746,White-bellied Sunbird,1,1,2,none
121,Yes,20151109,746,Black Cuckoo,0,1,1,none
121,Yes,20151109,746,African Paradise Flycatcher,0,1,1,none
121,Yes,20151109,746,Red-chested Cuckoo,0,1,1,none
121,Yes,20151109,746,Black-backed Puffback,0,1,1,none
121,Yes,20151109,746,Southern Black Tit,0,1,1,none
121,Yes,20151109,746,Scarlet-chested Sunbird,0,1,1,none
121,Yes,20151109,746,Orange-breasted Bushshrike,0,1,1,none
121,Yes,20151109,746,Emerald-spotted Wood Dove,2,0,2,none
121,Yes,20151109,746,Rattling Cisticola,2,0,2,none
121,Yes,20151109,746,Yellow-fronted Canary,2,0,2,none
121,Yes,20151109,746,White-crested Helmetshrike,2,0,2,none
121,Yes,20151109,746,Black-headed Oriole,1,0,1,none
121,Yes,20151109,746,Long-billed Crombec,1,0,1,none
121,Yes,20151109,746,Dark-capped Bulbul,1,0,1,none
121,Yes,20151109,746,Red-eyed Dove,1,0,1,none
121,Yes,20151109,746,Cape Glossy Starling,1,0,1,none
121,Yes,20151109,746,Lesser Striped Swallow,1,0,1,none
121,Yes,20151126,556,African Hoopoe,1,1,2,none
121,Yes,20151126,556,Red-chested Cuckoo,0,1,1,none
121,Yes,20151126,556,Black Cuckoo,0,1,1,none
121,Yes,20151126,556,Kurrichane Thrush,0,1,1,none
121,Yes,20151126,556,Rattling Cisticola,0,1,1,none
121,Yes,20151126,556,Eastern Nicator,0,1,1,none
121,Yes,20151126,556,White-crested Helmetshrike,3,0,3,none
121,Yes,20151126,556,Emerald-spotted Wood Dove,2,0,2,none
121,Yes,20151126,556,White-bellied Sunbird,2,0,2,none
121,Yes,20151126,556,Southern Black Tit,2,0,2,none
121,Yes,20151126,556,Dark-capped Bulbul,1,0,1,none
121,Yes,20151126,556,Yellow-fronted Canary,1,0,1,none
121,Yes,20151126,556,Barn Swallow,1,0,1,none
121,Yes,20151126,735,Crested Guineafowl,0,3,3,none
121,Yes,20151126,735,Gorgeous Bushshrike,0,2,2,none
121,Yes,20151126,735,Red-chested Cuckoo,0,1,1,none
121,Yes,20151126,735,Rattling Cisticola,0,1,1,none
121,Yes,20151126,735,Black-headed Oriole,0,1,1,none
121,Yes,20151126,735,Kurrichane Thrush,0,1,1,none
121,Yes,20151126,735,Barn Swallow,8,0,8,none
121,Yes,20151126,735,White-bellied Sunbird,3,0,3,none
121,Yes,20151126,735,Dark-capped Bulbul,1,0,1,none
121,Yes,20151126,735,Emerald-spotted Wood Dove,1,0,1,none
121,Yes,20151126,735,Woodland Kingfisher,1,0,1,none
121,Yes,20151126,735,Little Swift,1,0,1,none
121,Yes,20151126,735,Black Cuckooshrike,1,0,1,none
121,Yes,20151126,735,Cape Glossy Starling,1,0,1,none
121,Yes,20151206,610,Black-headed Oriole,0,2,2,none
121,Yes,20151206,610,Eastern Nicator,0,1,1,none
121,Yes,20151206,610,Red-eyed Dove,0,1,1,none
121,Yes,20151206,610,White-bellied Sunbird,4,0,4,none
121,Yes,20151206,610,Dark-capped Bulbul,3,0,3,none
121,Yes,20151206,610,Blue Waxbill,2,0,2,none
121,Yes,20151206,610,Emerald-spotted Wood Dove,2,0,2,none
121,Yes,20151206,610,White-crested Helmetshrike,2,0,2,none
121,Yes,20151206,610,Yellow-fronted Canary,2,0,2,none
121,Yes,20151206,610,Rattling Cisticola,1,0,1,none
121,Yes,20151206,610,Black Cuckooshrike,1,0,1,none
121,Yes,20151206,610,Red-backed Shrike,1,0,1,none
121,Yes,20151206,610,Burchells Coucal,1,0,1,none
121,Yes,20151206,610,Brubru,1,0,1,none
121,Yes,20151206,822,Black-backed Puffback,0,1,1,none
121,Yes,20151206,822,Black-headed Oriole,0,1,1,none
121,Yes,20151206,822,Klaass Cuckoo,0,1,1,none
121,Yes,20151206,822,Black Cuckooshrike,0,1,1,none
121,Yes,20151206,822,Bateleur,0,1,1,none
121,Yes,20151206,822,Rattling Cisticola,3,0,3,nest material in bill
121,Yes,20151206,822,White-bellied Sunbird,2,0,2,none
121,Yes,20151206,822,Emerald-spotted Wood Dove,2,0,2,none
121,Yes,20151206,822,Yellow-fronted Canary,2,0,2,none
121,Yes,20151206,822,Woodland Kingfisher,1,0,1,none
121,Yes,20151212,541,Southern Black Tit,0,2,2,none
121,Yes,20151212,541,Black-headed Oriole,0,1,1,none
121,Yes,20151212,541,Yellow-breasted Apalis,0,1,1,none
121,Yes,20151212,541,Red-eyed Dove,0,1,1,none
121,Yes,20151212,541,Orange-breasted Bushshrike,0,1,1,none
121,Yes,20151212,541,White-browed Scrub Robin,0,1,1,none
121,Yes,20151212,541,Dark-capped Bulbul,3,0,3,none
121,Yes,20151212,541,Emerald-spotted Wood Dove,2,0,2,none
121,Yes,20151212,541,White-bellied Sunbird,1,0,1,none
121,Yes,20151212,541,Woodland Kingfisher,1,0,1,none
121,Yes,20151212,541,Burchells Coucal,1,0,1,none
121,Yes,20151212,541,African Paradise Flycatcher,1,0,1,none
121,Yes,20151212,541,Rattling Cisticola,1,0,1,none
121,Yes,20151212,541,Red-backed Shrike,1,0,1,none
121,Yes,20151212,541,Black-crowned Tchagra,1,0,1,none
121,Yes,20151212,754,Emerald-spotted Wood Dove,1,1,2,none
121,Yes,20151212,754,Black-backed Puffback,0,1,1,none
121,Yes,20151212,754,Eastern Nicator,0,1,1,none
121,Yes,20151212,754,Willow Warbler,0,1,1,none
121,Yes,20151212,754,Black-headed Oriole,0,1,1,none
121,Yes,20151212,754,Golden-tailed Woodpecker,0,1,1,none
121,Yes,20151212,754,Long-billed Crombec,0,1,1,none
121,Yes,20151212,754,Black Cuckoo ,0,1,1,none
121,Yes,20151212,754,White-backed Vulture,7,0,7,none
121,Yes,20151212,754,Dark-capped Bulbul,2,0,2,none
121,Yes,20151212,754,Bateleur,2,0,2,none
121,Yes,20151212,754,Jacobin Cuckoo,1,0,1,none
121,Yes,20151212,754,Rattling Cisticola,1,0,1,none
121,Yes,20151212,754,Black-crowned Tchagra,1,0,1,none
121,Yes,20151212,754,White-bellied Sunbird,1,0,1,none
121,Yes,20151212,754,Southern Black Tit,1,0,1,none
121,Yes,20151212,754,Scarlet-chested Sunbird,1,0,1,none
70,No,20151023,949,Dark-capped Bulbul,0,2,2,none
70,No,20151023,949,Emerald-spotted Wood Dove,0,2,2,none
70,No,20151023,949,Black-backed Puffback,0,1,1,none
70,No,20151023,949,Greater Honeyguide,0,1,1,none
70,No,20151023,949,Red-eyed Dove,0,1,1,none
70,No,20151023,949,Sombre Greenbul,0,1,1,none
70,No,20151023,949,African Paradise Flycatcher,1,0,1,none
70,No,20151023,949,Yellow-fronted Canary,1,0,1,none
70,No,20151023,1001,White-crested Helmetshrike,0,2,2,none
70,No,20151023,1001,Emerald-spotted Wood Dove,1,1,2,none
70,No,20151023,1001,Golden-tailed Woodpecker,0,1,1,none
70,No,20151023,1001,Red-eyed Dove,0,1,1,none
70,No,20151023,1001,Black-backed Puffback,0,1,1,none
70,No,20151023,1001,Yellow-breasted Apalis,0,1,1,none
70,No,20151023,1001,Dark-capped Bulbul,2,0,2,none
70,No,20151023,1001,African Paradise Flycatcher,1,0,1,none
70,No,20151023,1001,Yellow-throated Petronia,1,0,1,none
70,No,20151023,1001,Black Cuckooshrike,1,0,1,none
70,No,20151023,1001,Striped Kingfisher,1,0,1,none
70,No,20151024,811,Dark-capped Bulbul,2,1,3,none
70,No,20151024,811,Yellow-breasted Apalis,0,1,1,none
70,No,20151024,811,Yellow-fronted Canary,0,1,1,none
70,No,20151024,811,Chinspot Batis,5,0,5,none
70,No,20151024,811,Emerald-spotted Wood Dove,2,0,2,none
70,No,20151024,811,Red-eyed Dove,1,0,1,none
70,No,20151024,822,Crested Guineafowl,0,2,2,none
70,No,20151024,822,Dark-capped Bulbul,2,1,3,none
70,No,20151024,822,Yellow-breasted Apalis,0,1,1,none
70,No,20151024,822,Red-eyed Dove,0,1,1,none
70,No,20151024,822,Emerald-spotted Wood Dove,2,0,2,none
70,No,20151102,608,Chinspot Batis,2,1,3,none
70,No,20151102,608,Grey-headed Bushshrike,0,1,1,none
70,No,20151102,608,White-browed Scrub Robin,0,1,1,none
70,No,20151102,608,Yellow-breasted Apalis,0,1,1,none
70,No,20151102,608,Dark-capped Bulbul,14,0,14,none
70,No,20151102,608,Green Wood-Hoopoe,3,0,3,none
70,No,20151102,608,Emerald-spotted Wood Dove,2,0,2,none
70,No,20151102,608,Sombre Greenbul,1,0,1,none
70,No,20151102,608,Burchells Coucal,1,0,1,none
70,No,20151102,608,Cardinal Woodpecker,1,0,1,none
70,No,20151102,608,Orange-breasted Bushshrike,1,0,1,none
70,No,20151102,728,Yellow-breasted Apalis,0,1,1,none
70,No,20151102,728,Chinspot Batis,0,1,1,none
70,No,20151102,728,Dark-capped Bulbul,3,0,3,none
70,No,20151102,728,Emerald-spotted Wood Dove,2,0,2,none
70,No,20151102,728,Yellow-fronted Canary,1,0,1,none
70,No,20151102,728,Rattling Cisticola,1,0,1,none
70,No,20151102,728,Black Cuckooshrike,1,0,1,none
70,No,20151107,607,Emerald-spotted Wood Dove,2,1,3,none
70,No,20151107,607,Orange-breasted Bushshrike,0,1,1,none
70,No,20151107,607,Golden-tailed Woodpecker,0,1,1,none
70,No,20151107,607,Rattling Cisticola,0,1,1,none
70,No,20151107,607,Grey-headed Bushshrike,0,1,1,none
70,No,20151107,607,White-browed Scrub Robin,0,1,1,none
70,No,20151107,607,Dark-capped Bulbul,8,0,8,none
70,No,20151107,607,Long-billed Crombec,1,0,1,none
70,No,20151107,607,Chinspot Batis,1,0,1,none
70,No,20151107,607,Yellow-breasted Apalis,1,0,1,none
70,No,20151107,607,Willow Warbler,1,0,1,none
70,No,20151107,607,Black Cuckooshrike,1,0,1,none
70,No,20151107,607,Barn Swallow,1,0,1,none
70,No,20151107,822,Black-crowned Tchagra,0,1,1,none
70,No,20151107,822,Kurrichane Thrush,0,1,1,none
70,No,20151107,822,Sombre Greenbul,0,1,1,none
70,No,20151107,822,Chinspot Batis,0,1,1,none
70,No,20151107,822,Dark-capped Bulbul,4,0,4,none
70,No,20151107,822,Cardinal Woodpecker,1,0,1,none
70,No,20151107,822,Barn Swallow,1,0,1,none
70,No,20151107,822,Rattling Cisticola,1,0,1,none
70,No,20151124,535,Yellow-breasted Apalis,0,2,2,none
70,No,20151124,535,Common Scimitarbill,0,1,1,none
70,No,20151124,535,Grey-headed Bushshrike,0,1,1,none
70,No,20151124,535,Violet-backed Starling,0,1,1,none
70,No,20151124,535,Dark-capped Bulbul,16,0,16,none
70,No,20151124,535,Terrestrial Brownbul,4,0,4,none
70,No,20151124,535,Fork-tailed Drongo,3,0,3,none
70,No,20151124,535,Emerald-spotted Wood Dove,2,0,2,none
70,No,20151124,535,Southern Black Tit,2,0,2,none
70,No,20151124,535,Sombre Greenbul,1,0,1,none
70,No,20151124,535,Chinspot Batis,1,0,1,none
70,No,20151124,535,African Paradise Flycatcher,1,0,1,none
70,No,20151124,535,Yellow-throated Petronia,1,0,1,none
70,No,20151124,740,Yellow-breasted Apalis,0,2,2,none
70,No,20151124,740,Black-crowned Tchagra,0,1,1,none
70,No,20151124,740,Emerald-spotted Wood Dove,0,1,1,none
70,No,20151124,740,Jacobin Cuckoo,0,1,1,none
70,No,20151124,740,Grey-headed Bushshrike,0,1,1,none
70,No,20151124,740,Dark-capped Bulbul,3,0,3,none
70,No,20151124,740,White-bellied Sunbird,1,0,1,none
70,No,20151124,740,Yellow-throated Petronia,1,0,1,none
70,No,20151124,740,Rattling Cisticola,1,0,1,none
70,No,20151124,740,African Paradise Flycatcher,1,0,1,none
70,No,20151124,740,Black-backed Puffback,1,0,1,none
70,No,20151203,722,Crested Guineafowl,0,3,3,none
70,No,20151203,722,Black Cuckooshrike,0,1,1,none
70,No,20151203,722,Cardinal Woodpecker,0,1,1,none
70,No,20151203,722,Purple-banded Sunbird,0,1,1,none
70,No,20151203,722,Kurrichane Thrush,0,1,1,none
70,No,20151203,722,Dark-capped Bulbul,3,0,3,none
70,No,20151203,722,Chinspot Batis,2,0,2,none
70,No,20151203,722,Emerald-spotted Wood Dove,2,0,2,none
70,No,20151203,722,White-bellied Sunbird,2,0,2,none
70,No,20151203,722,Fork-tailed Drongo,2,0,2,none
70,No,20151203,722,Yellow-breasted Apalis,2,0,2,none
70,No,20151203,722,Rattling Cisticola,1,0,1,none
70,No,20151203,722,Tawny-flanked Prinia,1,0,1,none
70,No,20151203,751,Red-faced Mousebird,0,7,7,none
70,No,20151203,751,Emerald-spotted Wood Dove,0,2,2,none
70,No,20151203,751,Fork-tailed Drongo,0,2,2,none
70,No,20151203,751,White-bellied Sunbird,0,1,1,none
70,No,20151203,751,African Hoopoe,0,1,1,none
70,No,20151203,751,Orange-breasted Bushshrike,0,1,1,none
70,No,20151203,751,Black Cuckoo,0,1,1,none
70,No,20151203,751,Woodland Kingfisher,0,1,1,none
70,No,20151203,751,African Paradise Flycatcher,4,0,4,none
70,No,20151203,751,Purple-banded Sunbird,2,0,2,none
70,No,20151203,751,Eastern Nicator,1,0,1,none
70,No,20151203,751,Black-collared Barbet,1,0,1,none
70,No,20151203,751,Dark-capped Bulbul,1,0,1,none
70,No,20151203,751,Chinspot Batis,1,0,1,none
70,No,20151203,751,Sombre Greenbul,1,0,1,none
70,No,20151213,741,Eastern Nicator,0,1,1,none
70,No,20151213,741,Yellow-breasted Apalis,0,1,1,none
70,No,20151213,741,Black-backed Puffback,0,1,1,none
70,No,20151213,741,Sombre Greenbul,0,1,1,none
70,No,20151213,741,Emerald-spotted Wood Dove,2,0,2,none
70,No,20151213,741,Fork-tailed Drongo,2,0,2,none
70,No,20151213,741,Amur Falcon,1,0,1,none
70,No,20151213,741,Orange-breasted Bushshrike,1,0,1,none
70,No,20151213,741,White-bellied Sunbird,1,0,1,none
70,No,20151213,741,Dark-capped Bulbul,1,0,1,none
70,No,20151213,741,Purple-banded Sunbird,1,0,1,none
70,No,20151213,741,Kurrichane Thrush,1,0,1,none
70,No,20151213,741,Violet-backed Starling,1,0,1,none
70,No,20151213,741,Willow Warbler,1,0,1,none
70,No,20151213,918,Grey-headed Bushshrike,0,1,1,none
70,No,20151213,918,Cape Turtle Dove,0,1,1,none
70,No,20151213,918,Dark-capped Bulbul,2,0,2,none
70,No,20151213,918,Speckled Mousebird,2,0,2,none
70,No,20151213,918,Sombre Greenbul,1,0,1,none
70,No,20151213,918,Kurrichane Thrush,1,0,1,none
70,No,20151213,918,White-bellied Sunbird,1,0,1,none
70,No,20151213,918,Emerald-spotted Wood Dove,1,0,1,none
70,No,20151213,918,Scarlet-chested Sunbird,1,0,1,none
70,No,20151213,918,Yellow-breasted Apalis,1,0,1,none
70,No,20151213,918,White-browed Scrub Robin,1,0,1,none
69,Yes,20151101,838,African Paradise Flycatcher,0,1,1,none
69,Yes,20151101,838,Red-faced Mousebird,0,1,1,none
69,Yes,20151101,838,Violet-backed Starling,0,1,1,none
69,Yes,20151101,838,Lesser Striped Swallow,0,1,1,none
69,Yes,20151101,838,Emerald-spotted Wood Dove,2,0,2,none
69,Yes,20151101,838,Dark-capped Bulbul,2,0,2,none
69,Yes,20151101,838,White-browed Scrub Robin,1,0,1,none
69,Yes,20151101,838,Jacobin Cuckoo,1,0,1,none
69,Yes,20151101,849,Yellow-fronted Canary,0,1,1,none
69,Yes,20151101,849,Lesser Striped Swallow,0,1,1,none
69,Yes,20151101,849,Black-backed Puffback,0,1,1,none
69,Yes,20151101,849,Violet-backed Starling,0,1,1,none
69,Yes,20151101,849,Red-eyed Dove,0,1,1,none
69,Yes,20151101,849,Green-backed Camaroptera,0,1,1,none
69,Yes,20151101,849,Retz Helmetshrike,3,0,3,none
69,Yes,20151101,849,Emerald-spotted Wood Dove,2,0,2,none
69,Yes,20151101,849,Dark-capped Bulbul,2,0,2,none
69,Yes,20151101,849,African Paradise Flycatcher,1,0,1,none
69,Yes,20151101,849,Black-headed Oriole,1,0,1,none
69,Yes,20151101,849,Jacobin Cuckoo,1,0,1,none
69,Yes,20151107,549,African Hoopoe,0,1,1,none
69,Yes,20151107,549,Black-headed Oriole,0,1,1,none
69,Yes,20151107,549,Burchells Coucal,0,1,1,none
69,Yes,20151107,549,Orange-breasted Bushshrike,0,1,1,none
69,Yes,20151107,549,Scarlet-chested Sunbird,0,1,1,none
69,Yes,20151107,549,Dark-capped Bulbul,3,0,3,none
69,Yes,20151107,549,Emerald-spotted Wood Dove,1,0,1,none
69,Yes,20151107,549,African Paradise Flycatcher,1,0,1,none
69,Yes,20151107,800,Kurrichane Thrush,0,1,1,none
69,Yes,20151107,800,Greater Honeyguide,0,1,1,none
69,Yes,20151107,800,Burchells Coucal,0,1,1,none
69,Yes,20151107,800,Emerald-spotted Wood Dove,0,1,1,none
69,Yes,20151107,800,Dark-capped Bulbul,2,0,2,none
69,Yes,20151107,800,Yellow-fronted Canary,1,0,1,none
69,Yes,20151107,800,Golden-tailed Woodpecker,1,0,1,none
69,Yes,20151107,800,White-bellied Sunbird,1,0,1,none
69,Yes,20151124,549,Woodland Kingfisher,0,1,1,none
69,Yes,20151124,549,Violet-backed Starling,0,1,1,none
69,Yes,20151124,549,Kurrichane Thrush,0,1,1,none
69,Yes,20151124,549,White-bellied Sunbird,0,1,1,none
69,Yes,20151124,549,Black-headed Oriole,0,1,1,none
69,Yes,20151124,549,Emerald-spotted Wood Dove,2,0,2,none
69,Yes,20151124,549,Dark-capped Bulbul,2,0,2,none
69,Yes,20151124,549,Yellow-fronted Canary,2,0,2,none
69,Yes,20151124,549,Jacobin Cuckoo,1,0,1,none
69,Yes,20151124,549,Spotted Flycatcher,1,0,1,none
69,Yes,20151124,549,Scarlet-chested Sunbird,1,0,1,none
69,Yes,20151124,549,Green-backed Camaroptera,1,0,1,none
69,Yes,20151124,549,Yellow-breasted Apalis,1,0,1,none
69,Yes,20151124,755,Emerald-spotted Wood Dove,0,1,1,none
69,Yes,20151124,755,Woodland Kingfisher,0,1,1,none
69,Yes,20151124,755,Grey-headed Bushshrike,0,1,1,none
69,Yes,20151124,755,Green-backed Camaroptera,0,1,1,none
69,Yes,20151124,755,Black-backed Puffback,0,1,1,none
69,Yes,20151124,755,Dark-capped Bulbul,2,0,2,none
69,Yes,20151124,755,Blue Waxbill,2,0,2,none
69,Yes,20151124,755,White-bellied Sunbird,2,0,2,none
69,Yes,20151124,755,Scarlet-chested Sunbird,1,0,1,none
